,name,mapped_data
2696,Chelyabinsk Russian Federation,",,Chelyabinsk,Russian Federation"
2697,Bashkortostan Russian Federation,",,Bashkortostan,Russian Federation"
2698,Kaluga Russian Federation,",,Kaluga,Russian Federation"
2699,Volgograd Russian Federation,",,Volgograd,Russian Federation"
2700,Samara Russian Federation,",,Samara,Russian Federation"
2701,Komi Republic Russian Federation,",,Komi Republic,Russian Federation"
2702,Kabardino-Balkariya Russian Federation,",,Kabardino-Balkariya,Russian Federation"
2703,Stavropol'skiy Russian Federation,",,Stavropol'skiy,Russian Federation"
2704,Kaliningrad Russian Federation,",,Kaliningrad,Russian Federation"
2705,Tula Russian Federation,",,Tula,Russian Federation"
2706,Ulyanovsk Russian Federation,",,Ulyanovsk,Russian Federation"
2707,Astrakhan Russian Federation,",,Astrakhan,Russian Federation"
2708,Penza Russian Federation,",,Penza,Russian Federation"
2709,Tatarstan Russian Federation,",,Tatarstan,Russian Federation"
2710,Murmansk Russian Federation,",,Murmansk,Russian Federation"
2711,Karachayevo-Cherkesiya Russian Federation,",,Karachayevo-Cherkesiya,Russian Federation"
2712,Nizjnij Novgorod Russian Federation,",,Nizjnij Novgorod,Russian Federation"
2713,Ivanovo Russian Federation,",,Ivanovo,Russian Federation"
2714,Belgorod Russian Federation,",,Belgorod,Russian Federation"
2715,Novgorod Russian Federation,",,Novgorod,Russian Federation"
2716,Lipetsk Russian Federation,",,Lipetsk,Russian Federation"
2717,Dagestan Russian Federation,",,Dagestan,Russian Federation"
2718,Republic of Karelia Russian Federation,",,Republic of Karelia,Russian Federation"
2719,Krasnodarskiy Russian Federation,",,Krasnodarskiy,Russian Federation"
2720,Udmurtiya Russian Federation,",,Udmurtiya,Russian Federation"
2721,Arkhangelskaya Russian Federation,",,Arkhangelskaya,Russian Federation"
2722,Saratov Russian Federation,",,Saratov,Russian Federation"
2723,Smolensk Russian Federation,",,Smolensk,Russian Federation"
2724,Sverdlovsk Russian Federation,",,Sverdlovsk,Russian Federation"
2725,Leningrad Russian Federation,",,Leningrad,Russian Federation"
2726,Orenburg Russian Federation,",,Orenburg,Russian Federation"
2727,Kalmykiya Russian Federation,",,Kalmykiya,Russian Federation"
2728,Jaroslavl Russian Federation,",,Jaroslavl,Russian Federation"
2729,Chuvashia Russian Federation,",,Chuvashia,Russian Federation"
2730,Adygeya Russian Federation,",,Adygeya,Russian Federation"
2731,Pskov Russian Federation,",,Pskov,Russian Federation"
2732,Ingushetiya Russian Federation,",,Ingushetiya,Russian Federation"
2733,Kostroma Russian Federation,",,Kostroma,Russian Federation"
2734,Nenetskiy Avtonomnyy Okrug Russian Federation,",,Nenetskiy Avtonomnyy Okrug,Russian Federation"
2735,Kemerovo Russian Federation,",,Kemerovo,Russian Federation"
2736,Tomsk Russian Federation,",,Tomsk,Russian Federation"
2737,Krasnoyarskiy Russian Federation,",,Krasnoyarskiy,Russian Federation"
2738,Kurgan Russian Federation,",,Kurgan,Russian Federation"
2739,Altai Krai Russian Federation,",,Altai Krai,Russian Federation"
2740,Omsk Russian Federation,",,Omsk,Russian Federation"
2741,Khanty-Mansiyskiy Avtonomnyy Okrug Russian Federation,",,Khanty-Mansiyskiy Avtonomnyy Okrug,Russian Federation"
2742,Novosibirsk Russian Federation,",,Novosibirsk,Russian Federation"
2743,Tjumen Russian Federation,",,Tjumen,Russian Federation"
2744,Irkutsk Russian Federation,",,Irkutsk,Russian Federation"
2745,Yamalo-Nenetskiy Avtonomnyy Okrug Russian Federation,",,Yamalo-Nenetskiy Avtonomnyy Okrug,Russian Federation"
2746,Khakasiya Russian Federation,",,Khakasiya,Russian Federation"
2747,Altay Russian Federation,",,Altay,Russian Federation"
2748,Tyva Russian Federation,",,Tyva,Russian Federation"
2749,Respublika Buryatiya Russian Federation,",,Respublika Buryatiya,Russian Federation"
2750,Khabarovsk Krai Russian Federation,",,Khabarovsk Krai,Russian Federation"
2751,Transbaikal Territory Russian Federation,",,Transbaikal Territory,Russian Federation"
2752,Sakha Russian Federation,",,Sakha,Russian Federation"
2753,Primorskiy Russian Federation,",,Primorskiy,Russian Federation"
2754,Amur Russian Federation,",,Amur,Russian Federation"
2755,Jewish Autonomous Oblast Russian Federation,",,Jewish Autonomous Oblast,Russian Federation"
2756,Kamtsjatka Russian Federation,",,Kamtsjatka,Russian Federation"
2757,Sakhalin Russian Federation,",,Sakhalin,Russian Federation"
2758,Magadan Russian Federation,",,Magadan,Russian Federation"
2759,Chukotskiy Avtonomnyy Okrug Russian Federation,",,Chukotskiy Avtonomnyy Okrug,Russian Federation"
2760,Eastern Province Rwanda,",,Eastern Province,Rwanda"
2761,Northern Province Rwanda,",,Northern Province,Rwanda"
2762,Southern Province Rwanda,",,Southern Province,Rwanda"
2763,Kigali Rwanda,",,Kigali,Rwanda"
2764,Western Province Rwanda,",,Western Province,Rwanda"
2765,Al Madinah al Munawwarah Saudi Arabia,",,Al Madinah al Munawwarah,Saudi Arabia"
2766,Mintaqat Tabuk Saudi Arabia,",,Mintaqat Tabuk,Saudi Arabia"
2767,Eastern Province Saudi Arabia,",,Eastern Province,Saudi Arabia"
2768,Northern Borders Saudi Arabia,",,Northern Borders,Saudi Arabia"
2769,Makkah Saudi Arabia,",,Makkah,Saudi Arabia"
2770,Al-Qassim Saudi Arabia,",,Al-Qassim,Saudi Arabia"
2771,Al Jawf Saudi Arabia,",,Al Jawf,Saudi Arabia"
2772,Mintaqat `Asir Saudi Arabia,",,Mintaqat `Asir,Saudi Arabia"
2773,Jizan Saudi Arabia,",,Jizan,Saudi Arabia"
2774,Najran Saudi Arabia,",,Najran,Saudi Arabia"
2775,Ar Riyad Saudi Arabia,",,Ar Riyad,Saudi Arabia"
2776,Mintaqat Ha'il Saudi Arabia,",,Mintaqat Ha'il,Saudi Arabia"
2777,Mintaqat al Bahah Saudi Arabia,",,Mintaqat al Bahah,Saudi Arabia"
2778,  Saudi Arabia,",, ,Saudi Arabia"
2779,Central Province Solomon Islands,",,Central Province,Solomon Islands"
2780,Choiseul Solomon Islands,",,Choiseul,Solomon Islands"
2781,Guadalcanal Solomon Islands,",,Guadalcanal,Solomon Islands"
2782,Western Province Solomon Islands,",,Western Province,Solomon Islands"
2783,Isabel Solomon Islands,",,Isabel,Solomon Islands"
2784,Malaita Solomon Islands,",,Malaita,Solomon Islands"
2785,Temotu Solomon Islands,",,Temotu,Solomon Islands"
2786,Makira Solomon Islands,",,Makira,Solomon Islands"
2787,English River Seychelles,",,English River,Seychelles"
2788,Takamaka Seychelles,",,Takamaka,Seychelles"
2789,Port Glaud Seychelles,",,Port Glaud,Seychelles"
2790,Cascade Seychelles,",,Cascade,Seychelles"
2791,Bel Ombre Seychelles,",,Bel Ombre,Seychelles"
2792,Beau Vallon Seychelles,",,Beau Vallon,Seychelles"
2793,Anse Royale Seychelles,",,Anse Royale,Seychelles"
2794,Anse Boileau Seychelles,",,Anse Boileau,Seychelles"
2795,"Northern State Sudan, The Republic of",",,Northern State,Sudan, The Republic of"
2796,"Central Darfur Sudan, The Republic of",",,Central Darfur,Sudan, The Republic of"
2797,"Kassala Sudan, The Republic of",",,Kassala,Sudan, The Republic of"
2798,"Al Jazirah Sudan, The Republic of",",,Al Jazirah,Sudan, The Republic of"
2799,"White Nile Sudan, The Republic of",",,White Nile,Sudan, The Republic of"
2800,"Shamal Kurdufan Sudan, The Republic of",",,Shamal Kurdufan,Sudan, The Republic of"
2801,"Northern Darfur Sudan, The Republic of",",,Northern Darfur,Sudan, The Republic of"
2802,"Khartoum Sudan, The Republic of",",,Khartoum,Sudan, The Republic of"
2803,"Red Sea Sudan, The Republic of",",,Red Sea,Sudan, The Republic of"
2804,"Southern Kordofan Sudan, The Republic of",",,Southern Kordofan,Sudan, The Republic of"
2805,"Sinnar Sudan, The Republic of",",,Sinnar,Sudan, The Republic of"
2806,"River Nile Sudan, The Republic of",",,River Nile,Sudan, The Republic of"
2807,"Southern Darfur Sudan, The Republic of",",,Southern Darfur,Sudan, The Republic of"
2808,"Blue Nile Sudan, The Republic of",",,Blue Nile,Sudan, The Republic of"
2809,"Al Qadarif Sudan, The Republic of",",,Al Qadarif,Sudan, The Republic of"
2810,"Western Darfur Sudan, The Republic of",",,Western Darfur,Sudan, The Republic of"
2811,"Eastern Darfur Sudan, The Republic of",",,Eastern Darfur,Sudan, The Republic of"
2812,Vaesterbotten Sweden,",,Vaesterbotten,Sweden"
2813,Norrbotten Sweden,",,Norrbotten,Sweden"
2814,Uppsala Sweden,",,Uppsala,Sweden"
2815,Gaevleborg Sweden,",,Gaevleborg,Sweden"
2816,Skane Sweden,",,Skane,Sweden"
2817,Joenkoeping Sweden,",,Joenkoeping,Sweden"
2818,Kronoberg Sweden,",,Kronoberg,Sweden"
2819,Vaestra Goetaland Sweden,",,Vaestra Goetaland,Sweden"
2820,Gotland Sweden,",,Gotland,Sweden"
2821,Kalmar Sweden,",,Kalmar,Sweden"
2822,OErebro Sweden,",,OErebro,Sweden"
2823,Soedermanland Sweden,",,Soedermanland,Sweden"
2824,OEstergoetland Sweden,",,OEstergoetland,Sweden"
2825,Dalarna Sweden,",,Dalarna,Sweden"
2826,Vaesternorrland Sweden,",,Vaesternorrland,Sweden"
2827,Halland Sweden,",,Halland,Sweden"
2828,Stockholm Sweden,",,Stockholm,Sweden"
2829,Vaestmanland Sweden,",,Vaestmanland,Sweden"
2830,Jaemtland Sweden,",,Jaemtland,Sweden"
2831,Vaermland Sweden,",,Vaermland,Sweden"
2832,Blekinge Sweden,",,Blekinge,Sweden"
2833,  Singapore,",, ,Singapore"
2834,Ascension Saint Helena,",,Ascension,Saint Helena"
2835,Tristan da Cunha Saint Helena,",,Tristan da Cunha,Saint Helena"
2836,Saint Helena Saint Helena,",,Saint Helena,Saint Helena"
2837,Zuzemberk Slovenia,",,Zuzemberk,Slovenia"
2838,Zirovnica Slovenia,",,Zirovnica,Slovenia"
2839,Ziri Slovenia,",,Ziri,Slovenia"
2840,Duplek Slovenia,",,Duplek,Slovenia"
2841,Medvode Slovenia,",,Medvode,Slovenia"
2842,Jezersko Slovenia,",,Jezersko,Slovenia"
2843,Gorje Slovenia,",,Gorje,Slovenia"
2844,Kranj Slovenia,",,Kranj,Slovenia"
2845,Slovenska Bistrica Slovenia,",,Slovenska Bistrica,Slovenia"
2846,Kungota Slovenia,",,Kungota,Slovenia"
2847,Zetale Slovenia,",,Zetale,Slovenia"
2848,Zelezniki Slovenia,",,Zelezniki,Slovenia"
2849,Zavrc Slovenia,",,Zavrc,Slovenia"
2850,Zalec Slovenia,",,Zalec,Slovenia"
2851,Zagorje ob Savi Slovenia,",,Zagorje ob Savi,Slovenia"
2852,Vuzenica Slovenia,",,Vuzenica,Slovenia"
2853,Sempeter-Vrtojba Slovenia,",,Sempeter-Vrtojba,Slovenia"
2854,Vrhnika Slovenia,",,Vrhnika,Slovenia"
2855,Vransko Slovenia,",,Vransko,Slovenia"
2856,Rence-Vogrsko Slovenia,",,Rence-Vogrsko,Slovenia"
2857,Vojnik Slovenia,",,Vojnik,Slovenia"
2858,Vodice Slovenia,",,Vodice,Slovenia"
2859,Brezovica Slovenia,",,Brezovica,Slovenia"
2860,Sveti Andraz v Slovenskih Goricah Slovenia,",,Sveti Andraz v Slovenskih Goricah,Slovenia"
2861,Vitanje Slovenia,",,Vitanje,Slovenia"
2862,Vipava Slovenia,",,Vipava,Slovenia"
2863,Dobrepolje Slovenia,",,Dobrepolje,Slovenia"
2864,Verzej Slovenia,",,Verzej,Slovenia"
2865,Velike Lasce Slovenia,",,Velike Lasce,Slovenia"
2866,Velika Polana Slovenia,",,Velika Polana,Slovenia"
2867,Turnisce Slovenia,",,Turnisce,Slovenia"
2868,Trzin Slovenia,",,Trzin,Slovenia"
2869,Trzic Slovenia,",,Trzic,Slovenia"
2870,Trnovska Vas Slovenia,",,Trnovska Vas,Slovenia"
2871,Celje Slovenia,",,Celje,Slovenia"
2872,Trebnje Slovenia,",,Trebnje,Slovenia"
2873,Trbovlje Slovenia,",,Trbovlje,Slovenia"
2874,Sostanj Slovenia,",,Sostanj,Slovenia"
2875,Sveti Tomaz Slovenia,",,Sveti Tomaz,Slovenia"
2876,Tolmin Slovenia,",,Tolmin,Slovenia"
2877,Velenje Slovenia,",,Velenje,Slovenia"
2878,Tisina Slovenia,",,Tisina,Slovenia"
2879,Tabor Slovenia,",,Tabor,Slovenia"
2880,Skofja Loka Slovenia,",,Skofja Loka,Slovenia"
2881,Koper-Capodistria Slovenia,",,Koper-Capodistria,Slovenia"
2882,Sveta Ana Slovenia,",,Sveta Ana,Slovenia"
2883,Store Slovenia,",,Store,Slovenia"
2884,Starse Slovenia,",,Starse,Slovenia"
2885,Sredisce ob Dravi Slovenia,",,Sredisce ob Dravi,Slovenia"
2886,Hoce-Slivnica Slovenia,",,Hoce-Slivnica,Slovenia"
2887,Idrija Slovenia,",,Idrija,Slovenia"
2888,Hajdina Slovenia,",,Hajdina,Slovenia"
2889,Solcava Slovenia,",,Solcava,Slovenia"
2890,Sodrazica Slovenia,",,Sodrazica,Slovenia"
2891,Slovenj Gradec Slovenia,",,Slovenj Gradec,Slovenia"
2892,Smartno pri Litiji Slovenia,",,Smartno pri Litiji,Slovenia"
2893,Smartno ob Paki Slovenia,",,Smartno ob Paki,Slovenia"
2894,Smarje pri Jelsah Slovenia,",,Smarje pri Jelsah,Slovenia"
2895,Grosuplje Slovenia,",,Grosuplje,Slovenia"
2896,Kamnik Slovenia,",,Kamnik,Slovenia"
2897,Slovenska Konjice Slovenia,",,Slovenska Konjice,Slovenia"
2898,Skofljica Slovenia,",,Skofljica,Slovenia"
2899,Skocjan Slovenia,",,Skocjan,Slovenia"
2900,Sezana Slovenia,",,Sezana,Slovenia"
2901,Sevnica Slovenia,",,Sevnica,Slovenia"
2902,Ivancna Gorica Slovenia,",,Ivancna Gorica,Slovenia"
2903,Sentrupert Slovenia,",,Sentrupert,Slovenia"
2904,Sentjur pri Celju Slovenia,",,Sentjur pri Celju,Slovenia"
2905,Sentjernej Slovenia,",,Sentjernej,Slovenia"
2906,Sentilj Slovenia,",,Sentilj,Slovenia"
2907,Krsko Slovenia,",,Krsko,Slovenia"
2908,Sencur Slovenia,",,Sencur,Slovenia"
2909,Nova Gorica Slovenia,",,Nova Gorica,Slovenia"
2910,Semic Slovenia,",,Semic,Slovenia"
2911,Salovci Slovenia,",,Salovci,Slovenia"
2912,Ruse Slovenia,",,Ruse,Slovenia"
2913,Rogatec Slovenia,",,Rogatec,Slovenia"
2914,Rogasovci Slovenia,",,Rogasovci,Slovenia"
2915,Rogaska Slatina Slovenia,",,Rogaska Slatina,Slovenia"
2916,Ribnica na Pohorju Slovenia,",,Ribnica na Pohorju,Slovenia"
2917,Ribnica Slovenia,",,Ribnica,Slovenia"
2918,Recica ob Savinji Slovenia,",,Recica ob Savinji,Slovenia"
2919,Maribor Slovenia,",,Maribor,Slovenia"
2920,Ravne na Koroskem Slovenia,",,Ravne na Koroskem,Slovenia"
2921,Murska Sobota Slovenia,",,Murska Sobota,Slovenia"
2922,Cerknica Slovenia,",,Cerknica,Slovenia"
2923,Radovljica Slovenia,",,Radovljica,Slovenia"
2924,Domzale Slovenia,",,Domzale,Slovenia"
2925,Radlje ob Dravi Slovenia,",,Radlje ob Dravi,Slovenia"
2926,Radenci Slovenia,",,Radenci,Slovenia"
2927,Radece Slovenia,",,Radece,Slovenia"
2928,Race-Fram Slovenia,",,Race-Fram,Slovenia"
2929,Puconci Slovenia,",,Puconci,Slovenia"
2930,Ptuj Slovenia,",,Ptuj,Slovenia"
2931,Prevalje Slovenia,",,Prevalje,Slovenia"
2932,Menges Slovenia,",,Menges,Slovenia"
2933,Preddvor Slovenia,",,Preddvor,Slovenia"
2934,Prebold Slovenia,",,Prebold,Slovenia"
2935,Postojna Slovenia,",,Postojna,Slovenia"
2936,Piran-Pirano Slovenia,",,Piran-Pirano,Slovenia"
2937,Polzela Slovenia,",,Polzela,Slovenia"
2938,Poljcane Slovenia,",,Poljcane,Slovenia"
2939,Podvelka Slovenia,",,Podvelka,Slovenia"
2940,Podlehnik Slovenia,",,Podlehnik,Slovenia"
2941,Podcetrtek Slovenia,",,Podcetrtek,Slovenia"
2942,Pivka Slovenia,",,Pivka,Slovenia"
2943,Pesnica Slovenia,",,Pesnica,Slovenia"
2944,Osilnica Slovenia,",,Osilnica,Slovenia"
2945,Ormoz Slovenia,",,Ormoz,Slovenia"
2946,Oplotnica Slovenia,",,Oplotnica,Slovenia"
2947,Odranci Slovenia,",,Odranci,Slovenia"
2948,Novo Mesto Slovenia,",,Novo Mesto,Slovenia"
2949,Bloke Slovenia,",,Bloke,Slovenia"
2950,Naklo Slovenia,",,Naklo,Slovenia"
2951,Muta Slovenia,",,Muta,Slovenia"
2952,Mozirje Slovenia,",,Mozirje,Slovenia"
2953,Komenda Slovenia,",,Komenda,Slovenia"
2954,Moravske Toplice Slovenia,",,Moravske Toplice,Slovenia"
2955,Moravce Slovenia,",,Moravce,Slovenia"
2956,Mokronog-Trebelno Slovenia,",,Mokronog-Trebelno,Slovenia"
2957,Kranjska Gora Slovenia,",,Kranjska Gora,Slovenia"
2958,Mislinja Slovenia,",,Mislinja,Slovenia"
2959,Mirna Pec Slovenia,",,Mirna Pec,Slovenia"
2960,Miren-Kostanjevica Slovenia,",,Miren-Kostanjevica,Slovenia"
2961,Miklavz na Dravskem Polju Slovenia,",,Miklavz na Dravskem Polju,Slovenia"
2962,Mezica Slovenia,",,Mezica,Slovenia"
2963,Metlika Slovenia,",,Metlika,Slovenia"
2964,Markovci Slovenia,",,Markovci,Slovenia"
2965,Makole Slovenia,",,Makole,Slovenia"
2966,Majsperk Slovenia,",,Majsperk,Slovenia"
2967,Lukovica Slovenia,",,Lukovica,Slovenia"
2968,Luce Slovenia,",,Luce,Slovenia"
2969,Lovrenc na Pohorju Slovenia,",,Lovrenc na Pohorju,Slovenia"
2970,Ajdovscina Slovenia,",,Ajdovscina,Slovenia"
2971,Log-Dragomer Slovenia,",,Log-Dragomer,Slovenia"
2972,Ljutomer Slovenia,",,Ljutomer,Slovenia"
2973,Ljubno Slovenia,",,Ljubno,Slovenia"
2974,Ljubljana Slovenia,",,Ljubljana,Slovenia"
2975,Litija Slovenia,",,Litija,Slovenia"
2976,Beltinci Slovenia,",,Beltinci,Slovenia"
2977,Lendava-Lendva Slovenia,",,Lendava-Lendva,Slovenia"
2978,Lenart Slovenia,",,Lenart,Slovenia"
2979,Lasko Slovenia,",,Lasko,Slovenia"
2980,Kuzma Slovenia,",,Kuzma,Slovenia"
2981,Krizevci Slovenia,",,Krizevci,Slovenia"
2982,Kozje Slovenia,",,Kozje,Slovenia"
2983,Hrpelje-Kozina Slovenia,",,Hrpelje-Kozina,Slovenia"
2984,Kostanjevica na Krki Slovenia,",,Kostanjevica na Krki,Slovenia"
2985,Komen Slovenia,",,Komen,Slovenia"
2986,Kocevje Slovenia,",,Kocevje,Slovenia"
2987,Kobilje Slovenia,",,Kobilje,Slovenia"
2988,Kobarid Slovenia,",,Kobarid,Slovenia"
2989,Kidricevo Slovenia,",,Kidricevo,Slovenia"
2990,Kanal Slovenia,",,Kanal,Slovenia"
2991,Jursinci Slovenia,",,Jursinci,Slovenia"
2992,Sveti Jurij v Slovenskih Goricah Slovenia,",,Sveti Jurij v Slovenskih Goricah,Slovenia"
2993,Sveti Jurij Slovenia,",,Sveti Jurij,Slovenia"
2994,Jesenice Slovenia,",,Jesenice,Slovenia"
2995,Izola-Isola Slovenia,",,Izola-Isola,Slovenia"
2996,Ilirska Bistrica Slovenia,",,Ilirska Bistrica,Slovenia"
2997,Ig Slovenia,",,Ig,Slovenia"
2998,Loski Potok Slovenia,",,Loski Potok,Slovenia"
2999,Hrastnik Slovenia,",,Hrastnik,Slovenia"
3000,Horjul Slovenia,",,Horjul,Slovenia"
3001,Hodos-Hodos Slovenia,",,Hodos-Hodos,Slovenia"
3002,Sveta Trojica v Slovenskih Goricah Slovenia,",,Sveta Trojica v Slovenskih Goricah,Slovenia"
3003,Grad Slovenia,",,Grad,Slovenia"
3004,Gornji Petrovci Slovenia,",,Gornji Petrovci,Slovenia"
3005,Gornji Grad Slovenia,",,Gornji Grad,Slovenia"
3006,Gornja Radgona Slovenia,",,Gornja Radgona,Slovenia"
3007,Gorisnica Slovenia,",,Gorisnica,Slovenia"
3008,Gorenja Vas-Poljane Slovenia,",,Gorenja Vas-Poljane,Slovenia"
3009,Straza Slovenia,",,Straza,Slovenia"
3010,Dravograd Slovenia,",,Dravograd,Slovenia"
3011,Dornava Slovenia,",,Dornava,Slovenia"
3012,Dol pri Ljubljani Slovenia,",,Dol pri Ljubljani,Slovenia"
3013,Dolenjske Toplice Slovenia,",,Dolenjske Toplice,Slovenia"
3014,Brda Slovenia,",,Brda,Slovenia"
3015,Dobrovnik-Dobronak Slovenia,",,Dobrovnik-Dobronak,Slovenia"
3016,Dobrova-Horjul-Polhov Gradec Slovenia,",,Dobrova-Horjul-Polhov Gradec,Slovenia"
3017,Dobrna Slovenia,",,Dobrna,Slovenia"
3018,Dobje Slovenia,",,Dobje,Slovenia"
3019,Divaca Slovenia,",,Divaca,Slovenia"
3020,Destrnik Slovenia,",,Destrnik,Slovenia"
3021,Crnomelj Slovenia,",,Crnomelj,Slovenia"
3022,Crna na Koroskem Slovenia,",,Crna na Koroskem,Slovenia"
3023,Crensovci Slovenia,",,Crensovci,Slovenia"
3024,Cerkvenjak Slovenia,",,Cerkvenjak,Slovenia"
3025,Cerklje na Gorenjskem Slovenia,",,Cerklje na Gorenjskem,Slovenia"
3026,Cankova Slovenia,",,Cankova,Slovenia"
3027,Brezice Slovenia,",,Brezice,Slovenia"
3028,Braslovce Slovenia,",,Braslovce,Slovenia"
3029,Bovec Slovenia,",,Bovec,Slovenia"
3030,Borovnica Slovenia,",,Borovnica,Slovenia"
3031,Bohinj Slovenia,",,Bohinj,Slovenia"
3032,Bled Slovenia,",,Bled,Slovenia"
3033,Bistrica ob Sotli Slovenia,",,Bistrica ob Sotli,Slovenia"
3034,Benedikt Slovenia,",,Benedikt,Slovenia"
3035,Apace Slovenia,",,Apace,Slovenia"
3036,Razkrizje Slovenia,",,Razkrizje,Slovenia"
3037,Cerkno Slovenia,",,Cerkno,Slovenia"
3038,Loska Dolina Slovenia,",,Loska Dolina,Slovenia"
3039,Logatec Slovenia,",,Logatec,Slovenia"
3040,Videm Slovenia,",,Videm,Slovenia"
3041,Zrece Slovenia,",,Zrece,Slovenia"
3042,Selnica ob Dravi Slovenia,",,Selnica ob Dravi,Slovenia"
3043,Nazarje Slovenia,",,Nazarje,Slovenia"
3044,Kostel Slovenia,",,Kostel,Slovenia"
3045,Svalbard  ,",,Svalbard, "
3046,Jan Mayen  ,",,Jan Mayen, "
3047,Presovsky Slovakia,",,Presovsky,Slovakia"
3048,Kosicky Slovakia,",,Kosicky,Slovakia"
3049,Banskobystricky Slovakia,",,Banskobystricky,Slovakia"
3050,Nitriansky Slovakia,",,Nitriansky,Slovakia"
3051,Zilinsky Slovakia,",,Zilinsky,Slovakia"
3052,Trnavsky Slovakia,",,Trnavsky,Slovakia"
3053,Trenciansky Slovakia,",,Trenciansky,Slovakia"
3054,Bratislavsky Slovakia,",,Bratislavsky,Slovakia"
3055,Southern Province Sierra Leone,",,Southern Province,Sierra Leone"
3056,Northern Province Sierra Leone,",,Northern Province,Sierra Leone"
3057,Eastern Province Sierra Leone,",,Eastern Province,Sierra Leone"
3058,Western Area Sierra Leone,",,Western Area,Sierra Leone"
3059,Serravalle San Marino,",,Serravalle,San Marino"
3060,San Marino San Marino,",,San Marino,San Marino"
3061,Chiesanuova San Marino,",,Chiesanuova,San Marino"
3062,Montegiardino San Marino,",,Montegiardino,San Marino"
3063,Fiorentino San Marino,",,Fiorentino,San Marino"
3064,Faetano San Marino,",,Faetano,San Marino"
3065,Domagnano San Marino,",,Domagnano,San Marino"
3066,Borgo Maggiore San Marino,",,Borgo Maggiore,San Marino"
3067,Acquaviva San Marino,",,Acquaviva,San Marino"
3068,Ziguinchor Senegal,",,Ziguinchor,Senegal"
3069,Kolda Senegal,",,Kolda,Senegal"
3070,Diourbel Senegal,",,Diourbel,Senegal"
3071,Thies Senegal,",,Thies,Senegal"
3072,Tambacounda Senegal,",,Tambacounda,Senegal"
3073,Fatick Senegal,",,Fatick,Senegal"
3074,Matam Senegal,",,Matam,Senegal"
3075,Sedhiou Senegal,",,Sedhiou,Senegal"
3076,Saint-Louis Senegal,",,Saint-Louis,Senegal"
3077,Dakar Senegal,",,Dakar,Senegal"
3078,Kaolack Senegal,",,Kaolack,Senegal"
3079,Louga Senegal,",,Louga,Senegal"
3080,Kaffrine Senegal,",,Kaffrine,Senegal"
3081,Kedougou Senegal,",,Kedougou,Senegal"
3082,Bakool Somalia,",,Bakool,Somalia"
3083,Mudug Somalia,",,Mudug,Somalia"
3084,Lower Shabeelle Somalia,",,Lower Shabeelle,Somalia"
3085,Middle Juba Somalia,",,Middle Juba,Somalia"
3086,Bari Somalia,",,Bari,Somalia"
3087,Togdheer Somalia,",,Togdheer,Somalia"
3088,Banaadir Somalia,",,Banaadir,Somalia"
3089,Middle Shabele Somalia,",,Middle Shabele,Somalia"
3090,Gedo Somalia,",,Gedo,Somalia"
3091,Awdal Somalia,",,Awdal,Somalia"
3092,Sanaag Somalia,",,Sanaag,Somalia"
3093,Lower Juba Somalia,",,Lower Juba,Somalia"
3094,Hiiraan Somalia,",,Hiiraan,Somalia"
3095,Woqooyi Galbeed Somalia,",,Woqooyi Galbeed,Somalia"
3096,Nugaal Somalia,",,Nugaal,Somalia"
3097,Galguduud Somalia,",,Galguduud,Somalia"
3098,Bay Somalia,",,Bay,Somalia"
3099,Sool Somalia,",,Sool,Somalia"
3100,Nickerie Suriname,",,Nickerie,Suriname"
3101,Coronie Suriname,",,Coronie,Suriname"
3102,Paramaribo Suriname,",,Paramaribo,Suriname"
3103,Para Suriname,",,Para,Suriname"
3104,Commewijne Suriname,",,Commewijne,Suriname"
3105,Marowijne Suriname,",,Marowijne,Suriname"
3106,Wanica Suriname,",,Wanica,Suriname"
3107,Saramacca Suriname,",,Saramacca,Suriname"
3108,Brokopondo Suriname,",,Brokopondo,Suriname"
3109,"Central Equatoria South Sudan, The Republic of",",,Central Equatoria,South Sudan, The Republic of"
3110,"Western Equatoria South Sudan, The Republic of",",,Western Equatoria,South Sudan, The Republic of"
3111,"Western Bahr al Ghazal South Sudan, The Republic of",",,Western Bahr al Ghazal,South Sudan, The Republic of"
3112,"Northern Bahr al Ghazal South Sudan, The Republic of",",,Northern Bahr al Ghazal,South Sudan, The Republic of"
3113,"Eastern Equatoria South Sudan, The Republic of",",,Eastern Equatoria,South Sudan, The Republic of"
3114,"Warrap South Sudan, The Republic of",",,Warrap,South Sudan, The Republic of"
3115,"Lakes South Sudan, The Republic of",",,Lakes,South Sudan, The Republic of"
3116,"Upper Nile South Sudan, The Republic of",",,Upper Nile,South Sudan, The Republic of"
3117,"Unity South Sudan, The Republic of",",,Unity,South Sudan, The Republic of"
3118,"Jonglei South Sudan, The Republic of",",,Jonglei,South Sudan, The Republic of"
3119,Sao Tome Island Sao Tome and Principe,",,Sao Tome Island,Sao Tome and Principe"
3120,Principe Sao Tome and Principe,",,Principe,Sao Tome and Principe"
3121,La Libertad El Salvador,",,La Libertad,El Salvador"
3122,La Paz El Salvador,",,La Paz,El Salvador"
3123,Cabanas El Salvador,",,Cabanas,El Salvador"
3124,Usulutan El Salvador,",,Usulutan,El Salvador"
3125,San Salvador El Salvador,",,San Salvador,El Salvador"
3126,Santa Ana El Salvador,",,Santa Ana,El Salvador"
3127,Cuscatlan El Salvador,",,Cuscatlan,El Salvador"
